conversation_id,timestamp,text,sender,birlesik_mesaj
9f1fb51c-a029-4691-973d-63772a5f82ab,2025-06-10T19:55:55,"Teşekkürler! **Adıyaman Kahta**’da düğün yapmak istiyorsunuz. Şimdi birkaç detay daha rica edeceğim:

1. **Tahmini düğün tarihiniz belli mi?**
2. **Yaklaşık kaç davetliniz olacak?**
3. **Yemekli mi, kokteyl mi, yoksa sadece pasta ve meşrubat ikramı mı düşünüyorsunuz?**
4. Sadece **mekan** mı arıyorsunuz, yoksa **organizasyon**, **fotoğrafçı** gibi ek hizmetler de ister misiniz?

Öncelikle, tahmini düğün tarihinizi öğrenebilir miyim? (Yıl-ay veya tam tarih şeklinde yazabilirsiniz.)",bot,
9f1fb51c-a029-4691-973d-63772a5f82ab,2025-06-10T19:56:24,Ağustos ayı,user,
9f1fb51c-a029-4691-973d-63772a5f82ab,2025-06-10T19:56:29,"Teşekkürler! **Ağustos ayında** Kahta’da düğün planlıyorsunuz. Şimdi birkaç detay daha rica edeceğim:

1. **Yaklaşık kaç davetliniz olacak?**
2. **İkram tercihiniz nedir?** (Yemekli, kokteyl, pasta ve meşrubat)
3. Sadece **mekan** mı arıyorsunuz, yoksa **organizasyon**, **fotoğrafçı** gibi ek hizmetler de ister misiniz?

Öncelikle, tahmini davetli sayınızı öğrenebilir miyim?",bot,
9f1fb51c-a029-4691-973d-63772a5f82ab,2025-06-10T19:56:47,200 e Yakın,user,
9f1fb51c-a029-4691-973d-63772a5f82ab,2025-06-10T19:56:53,"Harika, yaklaşık **200 kişilik** bir düğün planlıyorsunuz.

Şimdi, ikram tercihinizi öğrenmek isterim:
- **Yemekli**
- **Kokteyl**
- **Pasta ve meşrubat**

Hangisini tercih ediyorsunuz? Ayrıca, sadece **mekan** mı arıyorsunuz yoksa **organizasyon** veya **fotoğrafçı** gibi ek hizmetler de ister misiniz?",bot,
9f1fb51c-a029-4691-973d-63772a5f82ab,2025-06-10T19:57:11,Yemekli,user,
9f1fb51c-a029-4691-973d-63772a5f82ab,2025-06-10T19:57:17,"Çok güzel, **yemekli** bir düğün planlıyorsunuz ve yaklaşık 200 davetliniz olacak.

Şimdi son birkaç detay daha rica edeceğim:
1. **Kişi başı bütçeniz** ne kadar? (Yaklaşık bir rakam verebilirsiniz.)
2. Mekan tercihiniz var mı? (Açık alan, kapalı alan, kır düğünü, salon, otel vb. seçeneklerden hangisini istersiniz? Kararsızsanız alternatifler sunabilirim.)

Bu bilgilerle size Kahta ve yakın ilçelerde en uygun düğün mekanlarını önerebilirim. Öncelikle kişi başı bütçenizi öğrenebilir miyim?",bot,
9f1fb51c-a029-4691-973d-63772a5f82ab,2025-06-10T19:58:04,Açık yada kapalı düğün salonu,user,
9f1fb51c-a029-4691-973d-63772a5f82ab,2025-06-10T19:58:10,"Teşekkürler! **Açık veya kapalı düğün salonu** tercihiniz var, yani her iki seçeneğe de açıksınız.

Şimdi, size en uygun mekanları önerebilmem için son olarak **kişi başı bütçenizi** öğrenebilir miyim? (Yaklaşık bir rakam belirtirseniz, bütçenize uygun en iyi mekanları listeleyebilirim.)

Örneğin: Kişi başı 500 TL, 750 TL gibi.",bot,
9f1fb51c-a029-4691-973d-63772a5f82ab,2025-06-10T19:58:43,500,user,
9f1fb51c-a029-4691-973d-63772a5f82ab,2025-06-10T19:58:48,"İstediğiniz kriterlere uygun yeteri kadar sonuç bulamadım, ama beğenebileceğiniz bazı güzel alternatifler için tekrar arama yapıyorum...",bot,
9f1fb51c-a029-4691-973d-63772a5f82ab,2025-06-10T19:58:49,"Kullanıcının belirttiği kriterlere uygun mekan bulunamadığında, şu adımları takip eden bir mesaj oluştur:
1. Uygun mekan bulunamadığını bildir.
2. Kriterlerin genişletilmesi gerektiğini açıkla.
3. Kullanıcıya kriterleri esnetmesini veya yeni bir arama yapmasını öner.

Not: Bir sonraki mesajda Function Call kullanma; kullanıcı yeni bir arama yapmak isterse, uygun function call'u çalıştır.",bot,
9f1fb51c-a029-4691-973d-63772a5f82ab,2025-06-10T19:58:53,"Şu anda **Kahta** ve yakın çevresinde, kişi başı 500 TL bütçeyle açık veya kapalı düğün salonu için uygun mekan bulamadım.

Dilerseniz:
- **Bütçenizi biraz artırabilir**
- **Yakın ilçeleri** (örneğin: Adıyaman Merkez, Samsat, Gerger gibi) dahil edebilir
- Veya **tarih ve davetli sayısı** gibi kriterlerde esneklik sağlayabilirsiniz.

Kriterlerinizi biraz genişletmek ister misiniz? Size en uygun alternatifi bulmam için nasıl yardımcı olabilirim?",bot,
9f1fb51c-a029-4691-973d-63772a5f82ab,2025-06-10T19:59:37,Adıyaman Kahta köşk düğün salonu,user,
9f1fb51c-a029-4691-973d-63772a5f82ab,2025-06-10T19:59:42,"Teşekkürler! **Adıyaman Kahta Köşk Düğün Salonu** ile ilgilendiğinizi belirttiniz.

Bu salon hakkında bilgi almak, fiyat teklifi istemek veya müsaitlik durumu öğrenmek mi istiyorsunuz? Ayrıca, başka salon veya alternatif mekan önerileri de sunmamı ister misiniz?

Dilerseniz, Köşk Düğün Salonu’nun kapasitesi, hizmetleri ve iletişim bilgileriyle ilgili detayları da paylaşabilirim. Nasıl yardımcı olmamı istersiniz?",bot,
9f1fb51c-a029-4691-973d-63772a5f82ab,2025-06-11T20:00:05,Conversation resolved automatically.,bot,
9f1fb55f-544f-4c63-bcf0-4bba9aa984d5,2025-06-10T19:55:58,"Merhaba, ben Hera. Size uygun mekanı veya firmayı bulmanız konusunda yardımcı olabilirim.",bot,
9f1fb55f-544f-4c63-bcf0-4bba9aa984d5,2025-06-10T19:55:58,Ne tür bir etkinlik yapmayı düşünüyorsunuz?,bot,
9f1fb55f-544f-4c63-bcf0-4bba9aa984d5,2025-06-10T19:56:19,Kına,user,
9f1fb55f-544f-4c63-bcf0-4bba9aa984d5,2025-06-10T19:56:23,"Harika! **Kına geceniz** için yardımcı olmaktan mutluluk duyarım. Şimdi, nasıl bir hizmet aradığınızı öğrenebilir miyim?

- **Kına gecesi mekanı** mı arıyorsunuz?
- **Kına organizasyonu** (süsleme, dans ekibi, aksesuarlar vb.) mu istiyorsunuz?
- Yoksa her ikisini birden mi düşünüyorsunuz? 

Sizin için en uygun önerileri sunabilmem için tercihinizi belirtir misiniz?",bot,
9f1fb55f-544f-4c63-bcf0-4bba9aa984d5,2025-06-10T19:56:45,Abiye istiyorum,user,
9f1fb55f-544f-4c63-bcf0-4bba9aa984d5,2025-06-10T19:56:51,"Çok güzel! **Kına geceniz için abiye** (nişan/kına/akşam elbisesi) arıyorsunuz. Size en uygun abiye mağazalarını veya tasarımcılarını önerebilmem için birkaç bilgiye daha ihtiyacım olacak:

1. **Hangi şehir ve ilçede** abiye arıyorsunuz?
2. **Tahmini bütçeniz** nedir?
3. Özel bir renk veya model tercihiniz var mı?

Bu bilgileri paylaşırsanız, size en uygun abiye seçeneklerini hemen sunabilirim!",bot,
9f1fb55f-544f-4c63-bcf0-4bba9aa984d5,2025-06-10T19:57:43,İstanbul Türkiye bütçe 4000 bin TL,user,
9f1fb55f-544f-4c63-bcf0-4bba9aa984d5,2025-06-10T19:57:47,"Teşekkürler! İstanbul’da, **4000 TL bütçeyle** kına geceniz için abiye arıyorsunuz. Size daha iyi yardımcı olabilmem için son bir sorum olacak:

İstanbul’un belirli bir ilçesinde mi arıyorsunuz, yoksa tüm İstanbul’daki abiye mağazalarını incelememi ister misiniz? Eğer belirli bir ilçe varsa belirtir misiniz? 

Ayrıca, özel bir renk veya model tercihiniz varsa paylaşabilirsiniz. Böylece önerilerim daha nokta atışı olur!",bot,
9f1fb55f-544f-4c63-bcf0-4bba9aa984d5,2025-06-10T19:58:51,Bağcılar Esenler,user,
9f1fb55f-544f-4c63-bcf0-4bba9aa984d5,2025-06-10T19:58:56,"İstediğiniz kriterlere uygun yeteri kadar sonuç bulamadım, ama beğenebileceğiniz bazı güzel alternatifler için tekrar arama yapıyorum...",bot,
9f1fb55f-544f-4c63-bcf0-4bba9aa984d5,2025-06-10T19:58:57,"Kullanıcının belirttiği kriterlere uygun mekan bulunamadığında, şu adımları takip eden bir mesaj oluştur:
1. Uygun mekan bulunamadığını bildir.
2. Kriterlerin genişletilmesi gerektiğini açıkla.
3. Kullanıcıya kriterleri esnetmesini veya yeni bir arama yapmasını öner.

Not: Bir sonraki mesajda Function Call kullanma; kullanıcı yeni bir arama yapmak isterse, uygun function call'u çalıştır.",bot,
9f1fb55f-544f-4c63-bcf0-4bba9aa984d5,2025-06-10T19:59:00,"Şu anda **Bağcılar** ve **Esenler** ilçelerinde, 4000 TL bütçeyle kına gecesi için abiye bulabileceğim uygun bir mağaza veya firma veritabanımda görünmüyor.

Dilerseniz:
- **Yakın ilçelerde** (Güngören, Bahçelievler, Bayrampaşa gibi) arama yapabilirim.
- Ya da bütçenizi veya tercih ettiğiniz ilçeleri genişletebilirsiniz.

Nasıl devam etmemi istersiniz?",bot,
9f1fb55f-544f-4c63-bcf0-4bba9aa984d5,2025-06-10T19:59:32,Ok,user,
9f1fb55f-544f-4c63-bcf0-4bba9aa984d5,2025-06-10T19:59:36,"Teşekkür ederim! Size başka bir konuda yardımcı olmamı ister misiniz? Eğer ileride tekrar abiye, kına organizasyonu veya başka bir düğün hizmeti ararsanız her zaman buradayım.

Bugünkü hizmetimden memnun kaldınız mı? Başka bir isteğiniz varsa hemen yardımcı olabilirim!",bot,
9f1fb55f-544f-4c63-bcf0-4bba9aa984d5,2025-06-10T20:01:01,Peki uygun fiyata olnine site bula bilirmisib,user,
9f1fb55f-544f-4c63-bcf0-4bba9aa984d5,2025-06-10T20:01:09,"Tabii, yardımcı olabilirim! İstanbul’da yaşıyorsanız ve **uygun fiyatlı abiye** arıyorsanız, online alışveriş siteleri güzel bir alternatif olabilir. Aşağıda, Türkiye’de güvenle alışveriş yapabileceğiniz ve genellikle uygun fiyatlı abiye seçenekleri sunan popüler online siteleri bulabilirsiniz:

1. **Modanisa** – [modanisa.com](https://www.modanisa.com)
2. **Trendyol** – [trendyol.com](https://www.trendyol.com)
3. **Morhipo** – [morhipo.com](https://www.morhipo.com)
4. **Zara** – [zara.com](https://www.zara.com/tr)
5. **Sefamerve** – [sefamerve.com](https://www.sefamerve.com)
6. **Hepsiburada** – [hepsiburada.com](https://www.hepsiburada.com)
7. **LC Waikiki** – [lcwaikiki.com](https://www.lcwaikiki.com/tr-TR/TR)

Bu sitelerde “kına abiyesi”, “gece elbisesi” veya “abiye elbise” gibi anahtar kelimelerle arama yapabilirsiniz. Fiyat filtrelerini kullanarak bütçenize uygun modelleri kolayca bulabilirsiniz.

Ekstra bir öneri ister misiniz? Belirli bir renk veya model arıyorsanız, bana yazabilirsiniz!",bot,
9f1fb55f-544f-4c63-bcf0-4bba9aa984d5,2025-06-11T20:30:03,Conversation resolved automatically.,bot,
9f1fc574-98e7-4e66-b86c-e77c51347f3b,2025-06-10T20:40:56,Ne tür bir etkinlik yapmayı düşünüyorsunuz?,bot,
9f1fc574-98e7-4e66-b86c-e77c51347f3b,2025-06-10T20:40:56,"Merhaba, ben Hera. Size uygun mekanı veya firmayı bulmanız konusunda yardımcı olabilirim.",bot,
9f1fc574-98e7-4e66-b86c-e77c51347f3b,2025-06-10T20:41:04,Düğün,user,
9f1fc574-98e7-4e66-b86c-e77c51347f3b,2025-06-10T20:41:10,"Harika! **Düğün** organizasyonu için yardımcı olabilmem adına birkaç bilgiye daha ihtiyacım var.

Öncelikle, düğününüzün tahmini tarihini öğrenebilir miyim? (Yıl-ay ya da yıl-ay-gün şeklinde yazabilirsiniz.)",bot,
9f1fc574-98e7-4e66-b86c-e77c51347f3b,2025-06-10T20:41:54,2025.11.15,user,
9f1fc574-98e7-4e66-b86c-e77c51347f3b,2025-06-10T20:41:59,"Teşekkürler! **15 Kasım 2025** tarihi için düğün planlıyorsunuz.

Şimdi, nasıl bir hizmet aradığınızı öğrenmek isterim:
- Düğün mekanı mı arıyorsunuz?
- Düğün organizasyonu, fotoğrafçılık, gelinlik gibi başka bir hizmet mi düşünüyorsunuz?

Size en uygun önerileri sunabilmem için belirtir misiniz?",bot,
9f1fc574-98e7-4e66-b86c-e77c51347f3b,2025-06-10T20:42:23,Düğün mekanı,user,
9f1fc574-98e7-4e66-b86c-e77c51347f3b,2025-06-10T20:42:29,"Çok güzel! Size en uygun **düğün mekanı** önerilerini sunabilmem için birkaç bilgiye daha ihtiyacım olacak:

1. Düğünü hangi şehir ve ilçede yapmak istiyorsunuz?
2. Tahmini kaç davetliniz olacak?
3. İkram tercihiniz nedir? (Yemekli, kokteyl, pasta & meşrubat gibi)
4. Kişi başı bütçeniz nedir? (Yaklaşık bir rakam belirtirseniz daha iyi önerilerde bulunabilirim.)
5. Mekan tercihiniz var mı? (Açık alan, kapalı alan, havuz başı, kır düğünü, otel vb.)

Bu sorulardan dilediklerinizi yanıtlayabilirsiniz, ben de size en uygun mekanları hemen önereyim!",bot,
9f1fc574-98e7-4e66-b86c-e77c51347f3b,2025-06-11T21:00:05,Conversation resolved automatically.,bot,
9f1fd866-240c-42d0-a3b5-84133bcba6fb,2025-06-10T21:33:54,Ne tür bir etkinlik yapmayı düşünüyorsunuz?,bot,
9f1fd866-240c-42d0-a3b5-84133bcba6fb,2025-06-10T21:33:54,"Merhaba, ben Hera. Size uygun mekanı veya firmayı bulmanız konusunda yardımcı olabilirim.",bot,
9f1fd866-240c-42d0-a3b5-84133bcba6fb,2025-06-10T21:34:31,Merbah,user,
9f1fd866-240c-42d0-a3b5-84133bcba6fb,2025-06-10T21:34:33,"Merhaba! Size nasıl yardımcı olabilirim? Düğün, kına, nişan veya başka bir etkinlik mi planlıyorsunuz? Bana yapmak istediğiniz etkinliği kısaca anlatırsanız, en uygun mekan veya hizmetleri önermeye başlayabilirim.",bot,
9f1fd866-240c-42d0-a3b5-84133bcba6fb,2025-06-10T21:35:06,Şeşi,user,
9f1fd866-240c-42d0-a3b5-84133bcba6fb,2025-06-10T21:35:10,"Bu konu hakkında bir fikrim yok. Size düğün, kına, nişan veya benzeri etkinlikler konusunda yardımcı olabilirim. Size nasıl yardımcı olabilirim?",bot,
9f1fd866-240c-42d0-a3b5-84133bcba6fb,2025-06-10T21:36:02,https://images.app.goo.gl/cid7SnWHy1pyLv118,user,
9f1fd866-240c-42d0-a3b5-84133bcba6fb,2025-06-10T21:36:08,"Üzgünüm, görsel bağlantılarını inceleyemiyorum. Ancak, görseldeki bir mekan, dekorasyon veya konsept hakkında bilgi almak istiyorsanız, lütfen bana görselle ilgili kısa bir açıklama yapın. Böylece size en uygun önerileri sunabilirim!

Size nasıl yardımcı olabilirim? Düğün, kına, nişan veya başka bir etkinlik mi planlıyorsunuz?",bot,
9f1fd866-240c-42d0-a3b5-84133bcba6fb,2025-06-11T22:00:02,Conversation resolved automatically.,bot,
9f1fda47-f4d0-4293-ac53-8b46ff243af4,2025-06-10T21:39:10,Ne tür bir etkinlik yapmayı düşünüyorsunuz?,bot,
9f1fda47-f4d0-4293-ac53-8b46ff243af4,2025-06-10T21:39:10,"Merhaba, ben Hera. Size uygun mekanı veya firmayı bulmanız konusunda yardımcı olabilirim.",bot,
9f1fda47-f4d0-4293-ac53-8b46ff243af4,2025-06-10T21:39:15,Nişan,user,
9f1fda47-f4d0-4293-ac53-8b46ff243af4,2025-06-10T21:39:20,"Harika, **nişan** etkinliği için yardımcı olabilirim! Sıradaki adımda, nasıl bir hizmet aradığınızı öğrenmek isterim:

- **Nişan organizasyonu** mu arıyorsunuz?
- **Nişan mekanı** mı bakıyorsunuz?
- Yoksa **nişan fotoğrafçısı** veya başka bir hizmet mi arıyorsunuz?

Sizin için en doğru önerileri sunabilmem için tercihinizi belirtir misiniz?",bot,
9f1fda47-f4d0-4293-ac53-8b46ff243af4,2025-06-10T21:41:31,Nişanlık beğenmiştim de onu,user,
9f1fda47-f4d0-4293-ac53-8b46ff243af4,2025-06-10T21:41:36,"Anladım, **nişanlık** yani nişan elbisesiyle ilgileniyorsunuz! Size en güzel nişanlık modellerini ve bu hizmeti sunan firmaları önerebilmem için birkaç bilgiye ihtiyacım var:

1. **Hangi şehirde** veya ilçede nişanlık bakıyorsunuz?
2. **Tahmini bütçeniz** nedir?
3. Nişan tarihiniz belli mi? (Varsa, lütfen belirtin.)

Bu bilgilerle size en uygun nişanlık firmalarını ve modellerini önerebilirim. Sizin için nasıl devam edeyim?",bot,
9f1fda47-f4d0-4293-ac53-8b46ff243af4,2025-06-10T21:41:40,Fiyatı ne kadar,user,
9f1fda47-f4d0-4293-ac53-8b46ff243af4,2025-06-10T21:41:48,"Size yardımcı olabilmem için birkaç detaya daha ihtiyacım olacak:

1. **Hangi şehirde** veya ilçede nişanlık bakıyorsunuz?
2. **Satın almak mı, kiralamak mı** istiyorsunuz?
3. **Tahmini bütçeniz** var mı? (Örneğin, 5.000 TL’ye kadar, 10.000 TL’ye kadar gibi.)

Genel olarak, 2025 yılı itibariyle nişanlık fiyatları şehir ve modele göre değişiklik gösteriyor:
- **Kiralık nişanlıklar**: Ortalama 3.000 TL – 10.000 TL arasında değişiyor.
- **Satılık nişanlıklar**: Ortalama 7.000 TL’den başlayıp, özel tasarımlarda 30.000 TL ve üzerine çıkabiliyor.

Dilerseniz, bulunduğunuz şehre ve bütçenize göre size özel mağaza ve model önerileri sunabilirim. Hangi şehirde aradığınızı belirtir misiniz?",bot,
9f1fda47-f4d0-4293-ac53-8b46ff243af4,2025-06-11T22:00:03,Conversation resolved automatically.,bot,
9f208c53-9dd0-4a3c-bcfc-2e880230d355,2025-06-11T05:57:01,Ne tür bir etkinlik yapmayı düşünüyorsunuz?,bot,
9f208c53-9dd0-4a3c-bcfc-2e880230d355,2025-06-11T05:57:01,"Merhaba, ben Hera. Size uygun mekanı veya firmayı bulmanız konusunda yardımcı olabilirim.",bot,
9f208c53-9dd0-4a3c-bcfc-2e880230d355,2025-06-11T05:57:04,Düğün,user,
9f208c53-9dd0-4a3c-bcfc-2e880230d355,2025-06-11T05:57:10,"Harika! **Düğün** için mekan veya hizmet arayışındasınız. Size en uygun önerileri sunabilmem için birkaç bilgiye daha ihtiyacım olacak:

1. **Düğününüzü hangi şehir ve ilçede yapmak istiyorsunuz?**
2. **Tahmini düğün tarihiniz nedir?** (Yıl-ay veya tam tarih olarak belirtebilirsiniz.)
3. **Yaklaşık kaç davetli olacak?**
4. **Yemek tercihiniz nedir?** (Yemekli, kokteyl, pasta ve meşrubat gibi)

Bu bilgileri paylaşırsanız, size en uygun düğün mekanlarını veya hizmetlerini önermeye başlayabilirim!",bot,
9f208c53-9dd0-4a3c-bcfc-2e880230d355,2025-06-11T05:57:48,23.08.25 pastalı olcak 600 kişi,user,
9f208c53-9dd0-4a3c-bcfc-2e880230d355,2025-06-11T05:57:54,"Teşekkürler! Şu ana kadar elimdeki bilgiler:

- **Etkinlik:** Düğün
- **Tarih:** 23.08.2025
- **İkram:** Pasta ve meşrubat
- **Davetli sayısı:** 600 kişi

Şimdi, size daha iyi yardımcı olabilmem için iki sorum daha olacak:

1. **Düğününüzü hangi şehir ve ilçede yapmak istiyorsunuz?**
2. **Kişi başı veya toplam bütçeniz nedir?** (Örneğin: kişi başı 500 TL veya toplam 100.000 TL gibi)

Bu bilgileri paylaşırsanız, size en uygun mekanları hemen önerebilirim!",bot,
9f208c53-9dd0-4a3c-bcfc-2e880230d355,2025-06-11T05:58:15,Konya da olacak,user,
9f208c53-9dd0-4a3c-bcfc-2e880230d355,2025-06-11T05:58:20,"Harika! Düğününüz **Konya**’da olacak. Son olarak, bütçenizi de öğrenebilir miyim? Yani, 600 kişi için pasta ve meşrubat ikramlı bir düğün için toplamda veya kişi başı ayırdığınız bir bütçe var mı?

Bütçenizi belirtirseniz, hem uygun hem de beklentilerinize hitap eden mekanları önerebilirim. Eğer bütçe belirtmek istemezseniz, farklı fiyat aralıklarından örnekler de sunabilirim.

Bütçenizi paylaşır mısınız?",bot,
9f208c53-9dd0-4a3c-bcfc-2e880230d355,2025-06-11T05:58:35,100,user,
9f208c53-9dd0-4a3c-bcfc-2e880230d355,2025-06-11T05:58:38,[{'place_id': 3972}],bot,
9f208c53-9dd0-4a3c-bcfc-2e880230d355,2025-06-11T05:58:38,"İstediğiniz kriterlere uygun yeteri kadar sonuç bulamadım, ama beğenebileceğiniz bazı güzel alternatifler için tekrar arama yapıyorum...",bot,
